ID,画像管理番号,掲載状況,登録区分,素材管理番号,BUD_PHOTO番号,被写体の名称,素材（画像）の詳細内容,撮影時期,撮影時期,掲載期間From,掲載期間To,期間,写真入手元,写真入手元　その他,掲載可能範囲,外部出稿条件付き,要クレジット,要使用許可 ,このアカウントのみ使用可,版権所有者,お客様情報　部署名,お客様情報　名前,新規者のアカント,新規者の名前,許可者のアカント,許可者の名前,許可日,備考,新規日付,画像ファイル名
データなし,,2,3,元画像なし,,135×45_仙台スタッフブログ,バナー、仙台スタッフブログ、仙台支店、http://blog.hankyu-travel.com/staff/sendai/,,,,,,2,バド制作,1,,,,,,web戦略課,矢内美奈子様,b-n.yano,矢野裕一,,,,,,0101_135_45.jpg
237222,,2,3,元画像なし,EBL13-12025A,640×220_沖縄フリープランの旅特集バナー,バナー、沖縄フリープランの旅特集、関東発国内、国内旅行、 http://www.hankyu-travel.com/tyo-d/freeplan_okinawa/、Z407140,-1,-1,2004/1/2,2104/1/3,mukigen,2,バド制作,1,,,,,,web戦略課,矢内美奈子様,b-n.yano,矢野裕一,,,2019/8/5,,2019/8/5,0245_640_220.jpg
