"ID","画像管理番号","掲載状況","登録区分","素材管理番号","BUD_PHOTO番号","被写体の名称","素材（画像）の詳細内容","撮影時期","撮影時期","掲載期間From","掲載期間To","期間","写真入手元","写真入手元　その他","掲載可能範囲","外部出稿条件付き","要クレジット","要使用許可 ","このアカウントのみ使用可","版権所有者","お客様情報　部署名","お客様情報　名前","新規者のアカント","新規者の名前","許可者のアカント","許可者の名前","許可日","備考","新規日付","画像ファイル名"
"","","2","3","元画像なし","","map_10_XT788HN_コースマップ","マップ、バナー、XT788HN、http://www.hankyu-travel.com/tour/detail_i.php?p_course_id=XT788HN&p_hei=10","-1","-1","2000/1/1","2100/1/1","mukigen","2","バド制作","1","","","","0","","web推進課","佐古葵様","b-ya.koutsuka","高塚　祥則","","","","","","map_10_XT788HN.png"
"","","2","3","元画像なし","","map_10_XT788TG_コースマップ","マップ、バナー、XT788TG、http://www.hankyu-travel.com/tour/detail_i.php?p_course_id=XT788TG&p_hei=10","-1","-1","2000/1/1","2100/1/1","mukigen","2","バド制作","1","","","","0","","web推進課","佐古葵様","b-ya.koutsuka","高塚　祥則","","","","","","map_10_XT788TG.png"
"","","2","3","元画像なし","","map_10_XT45826_コースマップ","マップ、バナー、XT45826、http://www.hankyu-travel.com/tour/detail_i.php?p_course_id=XT45826&p_hei=10","-1","-1","2000/1/1","2100/1/1","mukigen","2","バド制作","1","","","","0","","web推進課","佐古葵様","b-ya.koutsuka","高塚　祥則","","","","","","map_10_XT45826.jpg"
"","","2","3","元画像なし","","map_10_XT47806_コースマップ","マップ、バナー、XT47806、http://www.hankyu-travel.com/tour/detail_i.php?p_course_id=XT47806&p_hei=10","-1","-1","2000/1/1","2100/1/1","mukigen","2","バド制作","1","","","","0","","web推進課","佐古葵様","b-ya.koutsuka","高塚　祥則","","","","","","map_10_XT47806.png"
"","","2","3","元画像なし","","map_10_XT74717_コースマップ","マップ、バナー、XT74717、http://www.hankyu-travel.com/tour/detail_i.php?p_course_id=XT74717&p_hei=10","-1","-1","2000/1/1","2100/1/1","mukigen","2","バド制作","1","","","","0","","web推進課","佐古葵様","b-ya.koutsuka","高塚　祥則","","","","","","map_10_XT74717.jpg"
"","","2","3","元画像なし","","map_10_XT75217_コースマップ","マップ、バナー、XT75217、http://www.hankyu-travel.com/tour/detail_i.php?p_course_id=XT75217&p_hei=10","-1","-1","2000/1/1","2100/1/1","mukigen","2","バド制作","1","","","","0","","web推進課","佐古葵様","b-ya.koutsuka","高塚　祥則","","","","","","map_10_XT75217.jpg"
"","","2","3","元画像なし","","map_10_XT76717_コースマップ","マップ、バナー、XT76717、http://www.hankyu-travel.com/tour/detail_i.php?p_course_id=XT76717&p_hei=10","-1","-1","2000/1/1","2100/1/1","mukigen","2","バド制作","1","","","","0","","web推進課","佐古葵様","b-ya.koutsuka","高塚　祥則","","","","","","map_10_XT76717.png"
"","","2","3","元画像なし","","map_10_XT77718_コースマップ","マップ、バナー、XT77718、http://www.hankyu-travel.com/tour/detail_i.php?p_course_id=XT77718&p_hei=10","-1","-1","2000/1/1","2100/1/1","mukigen","2","バド制作","1","","","","0","","web推進課","佐古葵様","b-ya.koutsuka","高塚　祥則","","","","","","map_10_XT77718.jpg"
"","","2","3","元画像なし","","map_10_ZT08805_コースマップ","マップ、バナー、ZT08805、http://www.hankyu-travel.com/tour/detail_i.php?p_course_id=ZT08805&p_hei=10","-1","-1","2000/1/1","2100/1/1","mukigen","2","バド制作","1","","","","0","","web推進課","佐古葵様","b-ya.koutsuka","高塚　祥則","","","","","","map_10_ZT08805.png"
"","","2","3","元画像なし","","map_12_92C8UV1_コースマップ","マップ、バナー、92C8UV1、http://www.hankyu-travel.com/tour/detail_i.php?p_course_id=92C8UV1&p_hei=12","-1","-1","2000/1/1","2100/1/1","mukigen","2","バド制作","1","","","","0","","web推進課","佐古葵様","b-ya.koutsuka","高塚　祥則","","","","","","map_12_92C8UV1.png"
"","","2","3","元画像なし","","map_12_92E85FX_コースマップ","マップ、バナー、92E85FX、http://www.hankyu-travel.com/tour/detail_i.php?p_course_id=92E85FX&p_hei=12","-1","-1","2000/1/1","2100/1/1","mukigen","2","バド制作","1","","","","0","","web推進課","佐古葵様","b-ya.koutsuka","高塚　祥則","","","","","","map_12_92E85FX.png"
"","","2","3","元画像なし","","map_12_92F2QI1_コースマップ","マップ、バナー、92F2QI1、http://www.hankyu-travel.com/tour/detail_i.php?p_course_id=92F2QI1&p_hei=12","-1","-1","2000/1/1","2100/1/1","mukigen","2","バド制作","1","","","","0","","web推進課","佐古葵様","b-ya.koutsuka","高塚　祥則","","","","","","map_12_92F2QI1.png"
