更新フラグ（A：新規、U：更新、D：論理削除）	MALL_PHOTO番号	カテゴリ	掲載期間(使用可能終了日)	都道府県(国名県名)	地名ID(地名)	撮影時期(撮影月)	内容(写真キーワード)	写真名	写真入手元	元画像管理番号	付加条件：クレジット(要クレジット)	お客様部署とお客様名(担当部署)	担当氏名	使用範囲(他の制作会社への貸出が)	備考(その他のコメント)	制限付き(0：公開否  1：公開)	登録者アカウント
A	BP24-10241716D.jpg		0000/0/00 0:00	カナダ		0	風景,夕景,秋,紅葉,海外	ナイアガラフォールズ 秋 紅葉　夕日	iStock	171587080		BUD		できません	DS許可済	1	mall;mall管理者
