Target campaign	Target ad group	title1(text)	tour_price(text)	Target location	出発地(text)	Target location restriction	URL	rqUrl	thedate	naigai
SC_海外ツアー_000_拠点なし_ハワイ	SC_海外ツアー_000_拠点なし_ハワイ	ハワイ		Hokkaido, Japan	北海道発	Physical location	https://www.hankyu-travel.com/hawaii/spk.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=HWI-HA-&p_hatsu=105&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	update	hawaii
SC_海外ツアー_000_拠点なし_ハワイ	SC_海外ツアー_000_拠点なし_ハワイ	ハワイ		Aomori, Japan	青森発	Physical location	https://www.hankyu-travel.com/hawaii/aoj.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=HWI-HA-&p_hatsu=117%2C129&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	update	hawaii
SC_海外ツアー_000_拠点なし_ハワイ	SC_海外ツアー_000_拠点なし_ハワイ	ハワイ		Akita, Japan	東北発	Physical location	https://www.hankyu-travel.com/hawaii/sdj.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=HWI-HA-&p_hatsu=126%2C109%2C118%2C141%2C128%2C140%2C125&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	update	hawaii
SC_海外ツアー_000_拠点なし_ハワイ	SC_海外ツアー_000_拠点なし_ハワイ	ハワイ		Iwate, Japan	東北発	Physical location	https://www.hankyu-travel.com/hawaii/sdj.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=HWI-HA-&p_hatsu=126%2C109%2C118%2C141%2C128%2C140%2C125&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	update	hawaii
SC_海外ツアー_000_拠点なし_ハワイ	SC_海外ツアー_000_拠点なし_ハワイ	ハワイ		Miyagi, Japan	東北発	Physical location	https://www.hankyu-travel.com/hawaii/sdj.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=HWI-HA-&p_hatsu=126%2C109%2C118%2C141%2C128%2C140%2C125&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	update	hawaii
SC_海外ツアー_000_拠点なし_ハワイ	SC_海外ツアー_000_拠点なし_ハワイ	ハワイ		Yamagata, Japan	東北発	Physical location	https://www.hankyu-travel.com/hawaii/sdj.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=HWI-HA-&p_hatsu=126%2C109%2C118%2C141%2C128%2C140%2C125&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	update	hawaii
SC_海外ツアー_000_拠点なし_ハワイ	SC_海外ツアー_000_拠点なし_ハワイ	ハワイ		Fukushima, Japan	東北発	Physical location	https://www.hankyu-travel.com/hawaii/sdj.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=HWI-HA-&p_hatsu=126%2C109%2C118%2C141%2C128%2C140%2C125&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	update	hawaii
SC_海外ツアー_000_拠点なし_ハワイ	SC_海外ツアー_000_拠点なし_ハワイ	ハワイ		Tokyo, Japan	関東発	Physical location	https://www.hankyu-travel.com/hawaii/tyo.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=HWI-HA-&p_hatsu=101%2C130%2C159%2C133%2C151%2C168%2C169&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	update	hawaii
SC_海外ツアー_000_拠点なし_ハワイ	SC_海外ツアー_000_拠点なし_ハワイ	ハワイ		Saitama, Japan	関東発	Physical location	https://www.hankyu-travel.com/hawaii/tyo.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=HWI-HA-&p_hatsu=101%2C130%2C159%2C133%2C151%2C168%2C169&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	update	hawaii
SC_海外ツアー_000_拠点なし_ハワイ	SC_海外ツアー_000_拠点なし_ハワイ	ハワイ		Kanagawa, Japan	関東発	Physical location	https://www.hankyu-travel.com/hawaii/tyo.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=HWI-HA-&p_hatsu=101%2C130%2C159%2C133%2C151%2C168%2C169&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	update	hawaii
SC_海外ツアー_000_拠点なし_ハワイ	SC_海外ツアー_000_拠点なし_ハワイ	ハワイ		Chiba, Japan	関東発	Physical location	https://www.hankyu-travel.com/hawaii/tyo.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=HWI-HA-&p_hatsu=101%2C130%2C159%2C133%2C151%2C168%2C169&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	update	hawaii
