Target campaign	Target ad group	Target keyword text	Target keyword match type	title1(text)	tour_price(text)	Target location	出発地(text)	Target location restriction	URL	rqUrl	thedate	naigai	
SC_海外ツアー_000_拠点なし_アジア/台湾	SC_海外ツアー_000_拠点なし_アジア/台湾	九ふん ツアー	部分一致	九フン	4.98万円～	Ishikawa, Japan	北陸発	Physical location	https://www.hankyu-travel.com/taiwan/taipei/hkr.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=AAS-TW-TPE&p_hatsu=114%2C170%2C164&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	taiwan
SC_海外ツアー_000_拠点なし_アジア/台湾	SC_海外ツアー_000_拠点なし_アジア/台湾	九ふん ツアー	完全一致	九フン	4.98万円～	Ishikawa, Japan	北陸発	Physical location	https://www.hankyu-travel.com/taiwan/taipei/hkr.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=AAS-TW-TPE&p_hatsu=114%2C170%2C164&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	taiwan
SC_海外ツアー_000_拠点なし_アジア/台湾	SC_海外ツアー_000_拠点なし_アジア/台湾	九ふん ツアー	部分一致	九フン	4.98万円～	Toyama, Japan	北陸発	Physical location	https://www.hankyu-travel.com/taiwan/taipei/hkr.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=AAS-TW-TPE&p_hatsu=114%2C170%2C164&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	taiwan
SC_海外ツアー_000_拠点なし_アジア/台湾	SC_海外ツアー_000_拠点なし_アジア/台湾	九ふん ツアー	完全一致	九フン	4.98万円～	Toyama, Japan	北陸発	Physical location	https://www.hankyu-travel.com/taiwan/taipei/hkr.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=AAS-TW-TPE&p_hatsu=114%2C170%2C164&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	taiwan
SC_海外ツアー_000_拠点なし_アジア/台湾	SC_海外ツアー_000_拠点なし_アジア/台湾	九ふん ツアー	部分一致	九フン	料金無しのため掲載なし	Shimane, Japan	山陰発	Physical location	https://www.hankyu-travel.com/taiwan/taipei/izo.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=AAS-TW-TPE&p_hatsu=131%2C135%2C136&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	taiwan
SC_海外ツアー_000_拠点なし_アジア/台湾	SC_海外ツアー_000_拠点なし_アジア/台湾	九ふん ツアー	完全一致	九フン	料金無しのため掲載なし	Shimane, Japan	山陰発	Physical location	https://www.hankyu-travel.com/taiwan/taipei/izo.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=AAS-TW-TPE&p_hatsu=131%2C135%2C136&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	taiwan
SC_海外ツアー_000_拠点なし_アジア/台湾	SC_海外ツアー_000_拠点なし_アジア/台湾	九ふん ツアー	部分一致	九フン	料金無しのため掲載なし	Tottori, Japan	山陰発	Physical location	https://www.hankyu-travel.com/taiwan/taipei/izo.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=AAS-TW-TPE&p_hatsu=131%2C135%2C136&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	taiwan
SC_海外ツアー_000_拠点なし_アジア/台湾	SC_海外ツアー_000_拠点なし_アジア/台湾	九ふん ツアー	完全一致	九フン	料金無しのため掲載なし	Tottori, Japan	山陰発	Physical location	https://www.hankyu-travel.com/taiwan/taipei/izo.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=AAS-TW-TPE&p_hatsu=131%2C135%2C136&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	taiwan
SC_海外ツアー_000_拠点なし_アジア/台湾	SC_海外ツアー_000_拠点なし_アジア/台湾	九ふん ツアー	部分一致	九フン	5.03万円～	Kochi, Japan	高知発	Physical location	https://www.hankyu-travel.com/taiwan/taipei/kcz.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=AAS-TW-TPE&p_hatsu=110&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	taiwan
SC_海外ツアー_000_拠点なし_アジア/台湾	SC_海外ツアー_000_拠点なし_アジア/台湾	九ふん ツアー	完全一致	九フン	5.03万円～	Kochi, Japan	高知発	Physical location	https://www.hankyu-travel.com/taiwan/taipei/kcz.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=AAS-TW-TPE&p_hatsu=110&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	taiwan
SC_海外ツアー_000_拠点なし_アジア/台湾	SC_海外ツアー_000_拠点なし_アジア/台湾	九ふん ツアー	部分一致	九フン	8.38万円～	Niigata, Japan	新潟発	Physical location	https://www.hankyu-travel.com/taiwan/taipei/kij.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=AAS-TW-TPE&p_hatsu=119&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	taiwan
SC_海外ツアー_000_拠点なし_アジア/台湾	SC_海外ツアー_000_拠点なし_アジア/台湾	九ふん ツアー	完全一致	九フン	8.38万円～	Niigata, Japan	新潟発	Physical location	https://www.hankyu-travel.com/taiwan/taipei/kij.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=AAS-TW-TPE&p_hatsu=119&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	taiwan
SC_海外ツアー_000_拠点なし_アジア/台湾	SC_海外ツアー_000_拠点なし_アジア/台湾	九ふん ツアー	部分一致	九フン	6.29万円～	Miyazaki, Japan	宮崎発	Physical location	https://www.hankyu-travel.com/taiwan/taipei/kmi.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=AAS-TW-TPE&p_hatsu=123&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	taiwan
SC_海外ツアー_000_拠点なし_アジア/台湾	SC_海外ツアー_000_拠点なし_アジア/台湾	九ふん ツアー	完全一致	九フン	6.29万円～	Miyazaki, Japan	宮崎発	Physical location	https://www.hankyu-travel.com/taiwan/taipei/kmi.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=AAS-TW-TPE&p_hatsu=123&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	taiwan
SC_海外ツアー_000_拠点なし_アジア/台湾	SC_海外ツアー_000_拠点なし_アジア/台湾	九ふん ツアー	部分一致	九フン	6.99万円～	Kumamoto, Japan	熊本発	Physical location	https://www.hankyu-travel.com/taiwan/taipei/kmj.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=AAS-TW-TPE&p_hatsu=120&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	taiwan
SC_海外ツアー_000_拠点なし_アジア/台湾	SC_海外ツアー_000_拠点なし_アジア/台湾	九ふん ツアー	完全一致	九フン	6.99万円～	Kumamoto, Japan	熊本発	Physical location	https://www.hankyu-travel.com/taiwan/taipei/kmj.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=AAS-TW-TPE&p_hatsu=120&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	taiwan
SC_海外ツアー_000_拠点なし_アジア/台湾	SC_海外ツアー_000_拠点なし_アジア/台湾	九ふん ツアー	部分一致	九フン	5.48万円～	Kagoshima, Japan	鹿児島発	Physical location	https://www.hankyu-travel.com/taiwan/taipei/koj.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=AAS-TW-TPE&p_hatsu=116&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	taiwan
SC_海外ツアー_000_拠点なし_アジア/台湾	SC_海外ツアー_000_拠点なし_アジア/台湾	九ふん ツアー	完全一致	九フン	5.48万円～	Kagoshima, Japan	鹿児島発	Physical location	https://www.hankyu-travel.com/taiwan/taipei/koj.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=AAS-TW-TPE&p_hatsu=116&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	taiwan
SC_海外ツアー_000_拠点なし_アジア/台湾	SC_海外ツアー_000_拠点なし_アジア/台湾	九ふん ツアー	部分一致	九フン	7.48万円～	Nagano, Japan	長野発	Physical location	https://www.hankyu-travel.com/taiwan/taipei/mmj.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=AAS-TW-TPE&p_hatsu=139&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	taiwan
SC_海外ツアー_000_拠点なし_アジア/台湾	SC_海外ツアー_000_拠点なし_アジア/台湾	九ふん ツアー	完全一致	九フン	7.48万円～	Nagano, Japan	長野発	Physical location	https://www.hankyu-travel.com/taiwan/taipei/mmj.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=AAS-TW-TPE&p_hatsu=139&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	taiwan
SC_海外ツアー_000_拠点なし_アジア/台湾	SC_海外ツアー_000_拠点なし_アジア/台湾	九ふん ツアー	部分一致	九フン	5.03万円～	Ehime, Japan	松山発	Physical location	https://www.hankyu-travel.com/taiwan/taipei/myj.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=AAS-TW-TPE&p_hatsu=108&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	taiwan
SC_海外ツアー_000_拠点なし_アジア/台湾	SC_海外ツアー_000_拠点なし_アジア/台湾	九ふん ツアー	完全一致	九フン	5.03万円～	Ehime, Japan	松山発	Physical location	https://www.hankyu-travel.com/taiwan/taipei/myj.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=AAS-TW-TPE&p_hatsu=108&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	taiwan
SC_海外ツアー_000_拠点なし_アジア/台湾	SC_海外ツアー_000_拠点なし_アジア/台湾	九ふん ツアー	部分一致	九フン	3.98万円～	Aichi, Japan	名古屋発	Physical location	https://www.hankyu-travel.com/taiwan/taipei/ngo.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=AAS-TW-TPE&p_hatsu=103&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	taiwan
SC_海外ツアー_000_拠点なし_アジア/台湾	SC_海外ツアー_000_拠点なし_アジア/台湾	九ふん ツアー	完全一致	九フン	3.98万円～	Aichi, Japan	名古屋発	Physical location	https://www.hankyu-travel.com/taiwan/taipei/ngo.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=AAS-TW-TPE&p_hatsu=103&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	taiwan
SC_海外ツアー_000_拠点なし_アジア/台湾	SC_海外ツアー_000_拠点なし_アジア/台湾	九ふん ツアー	部分一致	九フン	3.98万円～	Gifu, Japan	名古屋発	Physical location	https://www.hankyu-travel.com/taiwan/taipei/ngo.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=AAS-TW-TPE&p_hatsu=103&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	taiwan
SC_海外ツアー_000_拠点なし_アジア/台湾	SC_海外ツアー_000_拠点なし_アジア/台湾	九ふん ツアー	完全一致	九フン	3.98万円～	Gifu, Japan	名古屋発	Physical location	https://www.hankyu-travel.com/taiwan/taipei/ngo.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=AAS-TW-TPE&p_hatsu=103&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	taiwan
SC_海外ツアー_000_拠点なし_アジア/台湾	SC_海外ツアー_000_拠点なし_アジア/台湾	九ふん ツアー	部分一致	九フン	3.98万円～	Mie, Japan	名古屋発	Physical location	https://www.hankyu-travel.com/taiwan/taipei/ngo.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=AAS-TW-TPE&p_hatsu=103&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	taiwan
SC_海外ツアー_000_拠点なし_アジア/台湾	SC_海外ツアー_000_拠点なし_アジア/台湾	九ふん ツアー	完全一致	九フン	3.98万円～	Mie, Japan	名古屋発	Physical location	https://www.hankyu-travel.com/taiwan/taipei/ngo.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=AAS-TW-TPE&p_hatsu=103&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	taiwan
SC_海外ツアー_000_拠点なし_アジア/台湾	SC_海外ツアー_000_拠点なし_アジア/台湾	九ふん ツアー	部分一致	九フン	13.3万円～	Nagasaki, Japan	長崎発	Physical location	https://www.hankyu-travel.com/taiwan/taipei/ngs.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=AAS-TW-TPE&p_hatsu=122&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	taiwan
SC_海外ツアー_000_拠点なし_アジア/台湾	SC_海外ツアー_000_拠点なし_アジア/台湾	九ふん ツアー	完全一致	九フン	13.3万円～	Nagasaki, Japan	長崎発	Physical location	https://www.hankyu-travel.com/taiwan/taipei/ngs.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=AAS-TW-TPE&p_hatsu=122&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	taiwan
SC_海外ツアー_000_拠点なし_アジア/台湾	SC_海外ツアー_000_拠点なし_アジア/台湾	九ふん ツアー	部分一致	九フン	料金無しのため掲載なし	Oita, Japan	大分発	Physical location	https://www.hankyu-travel.com/taiwan/taipei/oit.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=AAS-TW-TPE&p_hatsu=121&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	taiwan
SC_海外ツアー_000_拠点なし_アジア/台湾	SC_海外ツアー_000_拠点なし_アジア/台湾	九ふん ツアー	完全一致	九フン	料金無しのため掲載なし	Oita, Japan	大分発	Physical location	https://www.hankyu-travel.com/taiwan/taipei/oit.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=AAS-TW-TPE&p_hatsu=121&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	taiwan
SC_海外ツアー_000_拠点なし_アジア/台湾	SC_海外ツアー_000_拠点なし_アジア/台湾	九ふん ツアー	部分一致	九フン	5.89万円～	Okinawa, Japan	沖縄発	Physical location	https://www.hankyu-travel.com/taiwan/taipei/oka.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=AAS-TW-TPE&p_hatsu=106&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	taiwan
SC_海外ツアー_000_拠点なし_アジア/台湾	SC_海外ツアー_000_拠点なし_アジア/台湾	九ふん ツアー	完全一致	九フン	5.89万円～	Okinawa, Japan	沖縄発	Physical location	https://www.hankyu-travel.com/taiwan/taipei/oka.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=AAS-TW-TPE&p_hatsu=106&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	taiwan
SC_海外ツアー_000_拠点なし_アジア/台湾	SC_海外ツアー_000_拠点なし_アジア/台湾	九ふん ツアー	部分一致	九フン	3.97万円～	Okayama, Japan	岡山発	Physical location	https://www.hankyu-travel.com/taiwan/taipei/okj.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=AAS-TW-TPE&p_hatsu=113&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	taiwan
SC_海外ツアー_000_拠点なし_アジア/台湾	SC_海外ツアー_000_拠点なし_アジア/台湾	九ふん ツアー	完全一致	九フン	3.97万円～	Okayama, Japan	岡山発	Physical location	https://www.hankyu-travel.com/taiwan/taipei/okj.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=AAS-TW-TPE&p_hatsu=113&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	taiwan
SC_海外ツアー_000_拠点なし_アジア/台湾	SC_海外ツアー_000_拠点なし_アジア/台湾	九ふん ツアー	部分一致	九フン	2.27万円～	Hyogo, Japan	関西発	Physical location	https://www.hankyu-travel.com/taiwan/taipei/osa.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=AAS-TW-TPE&p_hatsu=102%2C152%2C153%2C154%2C155%2C156%2C157%2C158%2C160%2C161%2C143%2C163%2C171%2C172%2C173&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	taiwan
SC_海外ツアー_000_拠点なし_アジア/台湾	SC_海外ツアー_000_拠点なし_アジア/台湾	九ふん ツアー	完全一致	九フン	2.27万円～	Hyogo, Japan	関西発	Physical location	https://www.hankyu-travel.com/taiwan/taipei/osa.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=AAS-TW-TPE&p_hatsu=102%2C152%2C153%2C154%2C155%2C156%2C157%2C158%2C160%2C161%2C143%2C163%2C171%2C172%2C173&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	taiwan
SC_海外ツアー_000_拠点なし_アジア/台湾	SC_海外ツアー_000_拠点なし_アジア/台湾	九ふん ツアー	部分一致	九フン	2.27万円～	Kyoto, Japan	関西発	Physical location	https://www.hankyu-travel.com/taiwan/taipei/osa.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=AAS-TW-TPE&p_hatsu=102%2C152%2C153%2C154%2C155%2C156%2C157%2C158%2C160%2C161%2C143%2C163%2C171%2C172%2C173&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	taiwan
SC_海外ツアー_000_拠点なし_アジア/台湾	SC_海外ツアー_000_拠点なし_アジア/台湾	九ふん ツアー	完全一致	九フン	2.27万円～	Kyoto, Japan	関西発	Physical location	https://www.hankyu-travel.com/taiwan/taipei/osa.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=AAS-TW-TPE&p_hatsu=102%2C152%2C153%2C154%2C155%2C156%2C157%2C158%2C160%2C161%2C143%2C163%2C171%2C172%2C173&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	taiwan
SC_海外ツアー_000_拠点なし_アジア/台湾	SC_海外ツアー_000_拠点なし_アジア/台湾	九ふん ツアー	部分一致	九フン	2.27万円～	Nara, Japan	関西発	Physical location	https://www.hankyu-travel.com/taiwan/taipei/osa.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=AAS-TW-TPE&p_hatsu=102%2C152%2C153%2C154%2C155%2C156%2C157%2C158%2C160%2C161%2C143%2C163%2C171%2C172%2C173&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	taiwan
SC_海外ツアー_000_拠点なし_アジア/台湾	SC_海外ツアー_000_拠点なし_アジア/台湾	九ふん ツアー	完全一致	九フン	2.27万円～	Nara, Japan	関西発	Physical location	https://www.hankyu-travel.com/taiwan/taipei/osa.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=AAS-TW-TPE&p_hatsu=102%2C152%2C153%2C154%2C155%2C156%2C157%2C158%2C160%2C161%2C143%2C163%2C171%2C172%2C173&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	taiwan
SC_海外ツアー_000_拠点なし_アジア/台湾	SC_海外ツアー_000_拠点なし_アジア/台湾	九ふん ツアー	部分一致	九フン	2.27万円～	Osaka, Japan	関西発	Physical location	https://www.hankyu-travel.com/taiwan/taipei/osa.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=AAS-TW-TPE&p_hatsu=102%2C152%2C153%2C154%2C155%2C156%2C157%2C158%2C160%2C161%2C143%2C163%2C171%2C172%2C173&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	taiwan
SC_海外ツアー_000_拠点なし_アジア/台湾	SC_海外ツアー_000_拠点なし_アジア/台湾	九ふん ツアー	完全一致	九フン	2.27万円～	Osaka, Japan	関西発	Physical location	https://www.hankyu-travel.com/taiwan/taipei/osa.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=AAS-TW-TPE&p_hatsu=102%2C152%2C153%2C154%2C155%2C156%2C157%2C158%2C160%2C161%2C143%2C163%2C171%2C172%2C173&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	taiwan
SC_海外ツアー_000_拠点なし_アジア/台湾	SC_海外ツアー_000_拠点なし_アジア/台湾	九ふん ツアー	部分一致	九フン	2.27万円～	Shiga, Japan	関西発	Physical location	https://www.hankyu-travel.com/taiwan/taipei/osa.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=AAS-TW-TPE&p_hatsu=102%2C152%2C153%2C154%2C155%2C156%2C157%2C158%2C160%2C161%2C143%2C163%2C171%2C172%2C173&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	taiwan
