Target campaign	Target ad group	title1(text)	tour_price(text)	Target location	出発地(text)	Target location restriction	URL
SC_海外ツアー_000_拠点なし_韓国	SC_海外ツアー_000_拠点なし_アジア/韓国/釜山	釜山		Ishikawa, Japan	北陸発	Physical location	https://www.hankyu-travel.com/korea/busan/hkr.php
SC_海外ツアー_000_拠点なし_韓国	SC_海外ツアー_000_拠点なし_アジア/韓国/釜山	釜山		Fukui, Japan	北陸発	Physical location	https://www.hankyu-travel.com/korea/busan/hkr.php
SC_海外ツアー_000_拠点なし_韓国	SC_海外ツアー_000_拠点なし_アジア/韓国/釜山	釜山		Aichi, Japan	名古屋発	Physical location	https://www.hankyu-travel.com/korea/busan/ngo.php
SC_海外ツアー_000_拠点なし_韓国	SC_海外ツアー_000_拠点なし_アジア/韓国/釜山	釜山		Mie, Japan	名古屋発	Physical location	https://www.hankyu-travel.com/korea/busan/ngo.php
SC_海外ツアー_000_拠点なし_韓国	SC_海外ツアー_000_拠点なし_アジア/韓国/釜山	釜山		Gifu, Japan	名古屋発	Physical location	https://www.hankyu-travel.com/korea/busan/ngo.php
SC_海外ツアー_000_拠点なし_韓国	SC_海外ツアー_000_拠点なし_アジア/韓国/釜山	釜山		Shizuoka, Japan	静岡発	Physical location	https://www.hankyu-travel.com/korea/busan/szo.php
SC_海外ツアー_000_拠点なし_韓国	SC_海外ツアー_000_拠点なし_アジア/韓国/釜山	釜山		Osaka, Japan	関西発	Physical location	https://www.hankyu-travel.com/korea/busan/osa.php
SC_海外ツアー_000_拠点なし_韓国	SC_海外ツアー_000_拠点なし_アジア/韓国/釜山	釜山		Kyoto, Japan	関西発	Physical location	https://www.hankyu-travel.com/korea/busan/osa.php
SC_海外ツアー_000_拠点なし_韓国	SC_海外ツアー_000_拠点なし_アジア/韓国/釜山	釜山		Shiga, Japan	関西発	Physical location	https://www.hankyu-travel.com/korea/busan/osa.php
SC_海外ツアー_000_拠点なし_韓国	SC_海外ツアー_000_拠点なし_アジア/韓国/釜山	釜山		Nara, Japan	関西発	Physical location	https://www.hankyu-travel.com/korea/busan/osa.php
SC_海外ツアー_000_拠点なし_韓国	SC_海外ツアー_000_拠点なし_アジア/韓国/釜山	釜山		Wakayama, Japan	関西発	Physical location	https://www.hankyu-travel.com/korea/busan/osa.php
SC_海外ツアー_000_拠点なし_韓国	SC_海外ツアー_000_拠点なし_アジア/韓国/釜山	釜山		Hyogo, Japan	関西発	Physical location	https://www.hankyu-travel.com/korea/busan/osa.php
SC_海外ツアー_000_拠点なし_韓国	SC_海外ツアー_000_拠点なし_アジア/韓国/釜山	釜山		Tottori, Japan	山陰発	Physical location	https://www.hankyu-travel.com/korea/busan/izo.php
SC_海外ツアー_000_拠点なし_韓国	SC_海外ツアー_000_拠点なし_アジア/韓国/釜山	釜山		Shimane, Japan	山陰発	Physical location	https://www.hankyu-travel.com/korea/busan/izo.php
SC_海外ツアー_000_拠点なし_韓国	SC_海外ツアー_000_拠点なし_アジア/韓国/釜山	釜山		Okayama, Japan	岡山発	Physical location	https://www.hankyu-travel.com/korea/busan/okj.php
SC_海外ツアー_000_拠点なし_韓国	SC_海外ツアー_000_拠点なし_アジア/韓国/釜山	釜山		Hiroshima, Japan	広島発	Physical location	https://www.hankyu-travel.com/korea/busan/hij.php
SC_海外ツアー_000_拠点なし_韓国	SC_海外ツアー_000_拠点なし_アジア/韓国/釜山	釜山		Yamaguchi, Japan	山口発	Physical location	https://www.hankyu-travel.com/korea/busan/ubj.php
SC_海外ツアー_000_拠点なし_韓国	SC_海外ツアー_000_拠点なし_アジア/韓国/釜山	釜山		Kagawa, Japan	香川・徳島発	Physical location	https://www.hankyu-travel.com/korea/busan/tak.php
SC_海外ツアー_000_拠点なし_韓国	SC_海外ツアー_000_拠点なし_アジア/韓国/釜山	釜山		Tokushima, Japan	香川・徳島発	Physical location	https://www.hankyu-travel.com/korea/busan/tak.php
SC_海外ツアー_000_拠点なし_韓国	SC_海外ツアー_000_拠点なし_アジア/韓国/釜山	釜山		Ehime, Japan	松山発	Physical location	https://www.hankyu-travel.com/korea/busan/myj.php
SC_海外ツアー_000_拠点なし_韓国	SC_海外ツアー_000_拠点なし_アジア/韓国/釜山	釜山		Kochi, Japan	高知発	Physical location	https://www.hankyu-travel.com/korea/busan/kcz.php
SC_海外ツアー_000_拠点なし_韓国	SC_海外ツアー_000_拠点なし_アジア/韓国/釜山	釜山		Fukuoka, Japan	福岡発	Physical location	https://www.hankyu-travel.com/korea/busan/fuk.php
SC_海外ツアー_000_拠点なし_韓国	SC_海外ツアー_000_拠点なし_アジア/韓国/釜山	釜山		Saga, Japan	福岡発	Physical location	https://www.hankyu-travel.com/korea/busan/fuk.php
SC_海外ツアー_000_拠点なし_韓国	SC_海外ツアー_000_拠点なし_アジア/韓国/釜山	釜山		Nagasaki, Japan	長崎発	Physical location	https://www.hankyu-travel.com/korea/busan/ngs.php
SC_海外ツアー_000_拠点なし_韓国	SC_海外ツアー_000_拠点なし_アジア/韓国/釜山	釜山		Kumamoto, Japan	熊本発	Physical location	https://www.hankyu-travel.com/korea/busan/kmj.php
SC_海外ツアー_000_拠点なし_韓国	SC_海外ツアー_000_拠点なし_アジア/韓国/釜山	釜山		Oita, Japan	大分発	Physical location	https://www.hankyu-travel.com/korea/busan/oit.php
