Target campaign	Target ad group	title1(text)	tour_price(text)	Target location	出発地(text)	Target location restriction	URL	rqUrl	thedate	naigai	
SC_海外ツアー_000_拠点なし_ハワイ	SC_海外ツアー_000_拠点なし_ハワイ	ハワイ	10.88万円～	Hokkaido, Japan	北海道発	Physical location	https://www.hankyu-travel.com/hawaii/spk.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=HWI-HA-&p_hatsu=105&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	hawaii
SC_海外ツアー_000_拠点なし_ハワイ	SC_海外ツアー_000_拠点なし_ハワイ	ハワイ	料金無しのため掲載なし	Aomori, Japan	青森発	Physical location	https://www.hankyu-travel.com/hawaii/aoj.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=HWI-HA-&p_hatsu=117%2C129&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	hawaii
SC_海外ツアー_000_拠点なし_ハワイ	SC_海外ツアー_000_拠点なし_ハワイ	ハワイ	料金無しのため掲載なし	Akita, Japan	東北発	Physical location	https://www.hankyu-travel.com/hawaii/sdj.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=HWI-HA-&p_hatsu=126%2C109%2C118%2C141%2C128%2C140%2C125&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	hawaii
SC_海外ツアー_000_拠点なし_ハワイ	SC_海外ツアー_000_拠点なし_ハワイ	ハワイ	料金無しのため掲載なし	Iwate, Japan	東北発	Physical location	https://www.hankyu-travel.com/hawaii/sdj.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=HWI-HA-&p_hatsu=126%2C109%2C118%2C141%2C128%2C140%2C125&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	hawaii
SC_海外ツアー_000_拠点なし_ハワイ	SC_海外ツアー_000_拠点なし_ハワイ	ハワイ	料金無しのため掲載なし	Miyagi, Japan	東北発	Physical location	https://www.hankyu-travel.com/hawaii/sdj.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=HWI-HA-&p_hatsu=126%2C109%2C118%2C141%2C128%2C140%2C125&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	hawaii
SC_海外ツアー_000_拠点なし_ハワイ	SC_海外ツアー_000_拠点なし_ハワイ	ハワイ	料金無しのため掲載なし	Yamagata, Japan	東北発	Physical location	https://www.hankyu-travel.com/hawaii/sdj.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=HWI-HA-&p_hatsu=126%2C109%2C118%2C141%2C128%2C140%2C125&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	hawaii
SC_海外ツアー_000_拠点なし_ハワイ	SC_海外ツアー_000_拠点なし_ハワイ	ハワイ	料金無しのため掲載なし	Fukushima, Japan	東北発	Physical location	https://www.hankyu-travel.com/hawaii/sdj.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=HWI-HA-&p_hatsu=126%2C109%2C118%2C141%2C128%2C140%2C125&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	hawaii
SC_海外ツアー_000_拠点なし_ハワイ	SC_海外ツアー_000_拠点なし_ハワイ	ハワイ	7.18万円～	Tokyo, Japan	関東発	Physical location	https://www.hankyu-travel.com/hawaii/tyo.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=HWI-HA-&p_hatsu=101%2C130%2C159%2C133%2C151%2C168%2C169&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	hawaii
SC_海外ツアー_000_拠点なし_ハワイ	SC_海外ツアー_000_拠点なし_ハワイ	ハワイ	7.18万円～	Saitama, Japan	関東発	Physical location	https://www.hankyu-travel.com/hawaii/tyo.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=HWI-HA-&p_hatsu=101%2C130%2C159%2C133%2C151%2C168%2C169&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	hawaii
SC_海外ツアー_000_拠点なし_ハワイ	SC_海外ツアー_000_拠点なし_ハワイ	ハワイ	7.18万円～	Kanagawa, Japan	関東発	Physical location	https://www.hankyu-travel.com/hawaii/tyo.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=HWI-HA-&p_hatsu=101%2C130%2C159%2C133%2C151%2C168%2C169&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	hawaii
SC_海外ツアー_000_拠点なし_ハワイ	SC_海外ツアー_000_拠点なし_ハワイ	ハワイ	7.18万円～	Chiba, Japan	関東発	Physical location	https://www.hankyu-travel.com/hawaii/tyo.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=HWI-HA-&p_hatsu=101%2C130%2C159%2C133%2C151%2C168%2C169&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	hawaii
SC_海外ツアー_000_拠点なし_ハワイ	SC_海外ツアー_000_拠点なし_ハワイ	ハワイ	7.18万円～	Ibaraki, Japan	関東発	Physical location	https://www.hankyu-travel.com/hawaii/tyo.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=HWI-HA-&p_hatsu=101%2C130%2C159%2C133%2C151%2C168%2C169&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	hawaii
SC_海外ツアー_000_拠点なし_ハワイ	SC_海外ツアー_000_拠点なし_ハワイ	ハワイ	7.18万円～	Tochigi, Japan	関東発	Physical location	https://www.hankyu-travel.com/hawaii/tyo.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=HWI-HA-&p_hatsu=101%2C130%2C159%2C133%2C151%2C168%2C169&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	hawaii
SC_海外ツアー_000_拠点なし_ハワイ	SC_海外ツアー_000_拠点なし_ハワイ	ハワイ	7.18万円～	Gunma, Japan	関東発	Physical location	https://www.hankyu-travel.com/hawaii/tyo.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=HWI-HA-&p_hatsu=101%2C130%2C159%2C133%2C151%2C168%2C169&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	hawaii
SC_海外ツアー_000_拠点なし_ハワイ	SC_海外ツアー_000_拠点なし_ハワイ	ハワイ	7.18万円～	Yamanashi, Japan	関東発	Physical location	https://www.hankyu-travel.com/hawaii/tyo.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=HWI-HA-&p_hatsu=101%2C130%2C159%2C133%2C151%2C168%2C169&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	hawaii
SC_海外ツアー_000_拠点なし_ハワイ	SC_海外ツアー_000_拠点なし_ハワイ	ハワイ	料金無しのため掲載なし	Niigata, Japan	新潟発	Physical location	https://www.hankyu-travel.com/hawaii/kij.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=HWI-HA-&p_hatsu=119&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	hawaii
SC_海外ツアー_000_拠点なし_ハワイ	SC_海外ツアー_000_拠点なし_ハワイ	ハワイ	料金無しのため掲載なし	Nagano, Japan	長野発	Physical location	https://www.hankyu-travel.com/hawaii/mmj.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=HWI-HA-&p_hatsu=139&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	hawaii
SC_海外ツアー_000_拠点なし_ハワイ	SC_海外ツアー_000_拠点なし_ハワイ	ハワイ	15.08万円～	Toyama, Japan	北陸発	Physical location	https://www.hankyu-travel.com/hawaii/hkr.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=HWI-HA-&p_hatsu=114%2C170%2C164&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	hawaii
SC_海外ツアー_000_拠点なし_ハワイ	SC_海外ツアー_000_拠点なし_ハワイ	ハワイ	15.08万円～	Ishikawa, Japan	北陸発	Physical location	https://www.hankyu-travel.com/hawaii/hkr.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=HWI-HA-&p_hatsu=114%2C170%2C164&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	hawaii
SC_海外ツアー_000_拠点なし_ハワイ	SC_海外ツアー_000_拠点なし_ハワイ	ハワイ	15.08万円～	Fukui, Japan	北陸発	Physical location	https://www.hankyu-travel.com/hawaii/hkr.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=HWI-HA-&p_hatsu=114%2C170%2C164&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	hawaii
SC_海外ツアー_000_拠点なし_ハワイ	SC_海外ツアー_000_拠点なし_ハワイ	ハワイ	9万円～	Aichi, Japan	名古屋発	Physical location	https://www.hankyu-travel.com/hawaii/ngo.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=HWI-HA-&p_hatsu=103&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	hawaii
SC_海外ツアー_000_拠点なし_ハワイ	SC_海外ツアー_000_拠点なし_ハワイ	ハワイ	9万円～	Mie, Japan	名古屋発	Physical location	https://www.hankyu-travel.com/hawaii/ngo.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=HWI-HA-&p_hatsu=103&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	hawaii
SC_海外ツアー_000_拠点なし_ハワイ	SC_海外ツアー_000_拠点なし_ハワイ	ハワイ	9万円～	Gifu, Japan	名古屋発	Physical location	https://www.hankyu-travel.com/hawaii/ngo.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=HWI-HA-&p_hatsu=103&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	hawaii
SC_海外ツアー_000_拠点なし_ハワイ	SC_海外ツアー_000_拠点なし_ハワイ	ハワイ	料金無しのため掲載なし	Shizuoka, Japan	静岡発	Physical location	https://www.hankyu-travel.com/hawaii/szo.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=HWI-HA-&p_hatsu=112&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	hawaii
SC_海外ツアー_000_拠点なし_ハワイ	SC_海外ツアー_000_拠点なし_ハワイ	ハワイ	6.48万円～	Osaka, Japan	関西発	Physical location	https://www.hankyu-travel.com/hawaii/osa.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=HWI-HA-&p_hatsu=102%2C152%2C153%2C154%2C155%2C156%2C157%2C158%2C160%2C161%2C143%2C163%2C171%2C172%2C173&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	hawaii
SC_海外ツアー_000_拠点なし_ハワイ	SC_海外ツアー_000_拠点なし_ハワイ	ハワイ	6.48万円～	Kyoto, Japan	関西発	Physical location	https://www.hankyu-travel.com/hawaii/osa.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=HWI-HA-&p_hatsu=102%2C152%2C153%2C154%2C155%2C156%2C157%2C158%2C160%2C161%2C143%2C163%2C171%2C172%2C173&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	hawaii
SC_海外ツアー_000_拠点なし_ハワイ	SC_海外ツアー_000_拠点なし_ハワイ	ハワイ	6.48万円～	Shiga, Japan	関西発	Physical location	https://www.hankyu-travel.com/hawaii/osa.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=HWI-HA-&p_hatsu=102%2C152%2C153%2C154%2C155%2C156%2C157%2C158%2C160%2C161%2C143%2C163%2C171%2C172%2C173&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	hawaii
SC_海外ツアー_000_拠点なし_ハワイ	SC_海外ツアー_000_拠点なし_ハワイ	ハワイ	6.48万円～	Nara, Japan	関西発	Physical location	https://www.hankyu-travel.com/hawaii/osa.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=HWI-HA-&p_hatsu=102%2C152%2C153%2C154%2C155%2C156%2C157%2C158%2C160%2C161%2C143%2C163%2C171%2C172%2C173&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	hawaii
SC_海外ツアー_000_拠点なし_ハワイ	SC_海外ツアー_000_拠点なし_ハワイ	ハワイ	6.48万円～	Wakayama, Japan	関西発	Physical location	https://www.hankyu-travel.com/hawaii/osa.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=HWI-HA-&p_hatsu=102%2C152%2C153%2C154%2C155%2C156%2C157%2C158%2C160%2C161%2C143%2C163%2C171%2C172%2C173&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	hawaii
SC_海外ツアー_000_拠点なし_ハワイ	SC_海外ツアー_000_拠点なし_ハワイ	ハワイ	6.48万円～	Hyogo, Japan	関西発	Physical location	https://www.hankyu-travel.com/hawaii/osa.php	http://www.hankyu-travel.com/search/ajax.php?p_mokuteki=HWI-HA-&p_hatsu=102%2C152%2C153%2C154%2C155%2C156%2C157%2C158%2C160%2C161%2C143%2C163%2C171%2C172%2C173&status=onLoad&p_price_min=1000&MyNaigai=i&kind=GetList&p_rtn_data=p_hatsu_name	2019-02-27	hawaii
