Target campaign	Target ad group	tour_price(text)	URL(text)	rqUrl	thedate	naigai	
SC_国内バスツアー_001_北海道発	SC_国内バスツアー_001_北海道発_BIGワード_h	3,980円～	http://www.hankyu-travel.com/bus/spk.php	http://www.hankyu-travel.com/search/ajax_d.php?p_hatsu_sub=101013%2C101319%2C101011%2C101012%2C101014%2C101015%2C101016%2C101017%2C101018%2C101320%2C101321%2C101322%2C101323&p_bunrui=813&p_transport=1&MyNaigai=d&status=onLoad&p_price_min=1000&kind=GetList&p_rtn_data=p_hatsu_name	2018-04-09	bus
SC_国内バスツアー_002_青森発	SC_国内バスツアー_002_青森発_BIGワード_h	料金無しのため掲載なし	http://www.hankyu-travel.com/bus/aoj.php	http://www.hankyu-travel.com/search/ajax_d.php?p_hatsu_sub=102022&p_bunrui=813&p_transport=1&MyNaigai=d&status=onLoad&p_price_min=1000&kind=GetList&p_rtn_data=p_hatsu_name	2018-04-09	bus
SC_国内バスツアー_003_東北発	SC_国内バスツアー_003_東北発_BIGワード_h	1万円～	http://www.hankyu-travel.com/bus/sdj.php	http://www.hankyu-travel.com/search/ajax_d.php?p_hatsu_sub=102023%2C102024%2C102021%2C102025%2C102026&p_bunrui=813&p_transport=1&MyNaigai=d&status=onLoad&p_price_min=1000&kind=GetList&p_rtn_data=p_hatsu_name	2018-04-09	bus
SC_国内バスツアー_004_北関東発	SC_国内バスツアー_004_北関東発_BIGワード_h	5,990円～	http://www.hankyu-travel.com/bus/ibr.php	http://www.hankyu-travel.com/search/ajax_d.php?p_hatsu_sub=104046%2C104047%2C104048&p_bunrui=813&p_transport=1&MyNaigai=d&status=onLoad&p_price_min=1000&kind=GetList&p_rtn_data=p_hatsu_name	2018-04-09	bus
