"p_course_id","p_domestic","p_area_code","p_destination_code","p_course_name","p_course_staff_code","p_course_office_code","p_img1_filepath","p_img2_filepath","p_img3_filepath","p_img4_filepath","p_img5_filepath","p_img6_filepath","p_img7_filepath","p_img8_filepath","p_img9_filepath","p_img10_filepath","p_option_img1_filepath","p_option_img2_filepath","p_option_img3_filepath","p_hotel_img1_filepath","p_hotel_img2_filepath","p_hotel_img3_filepath","p_hotel_img4_filepath","p_hotel_img5_filepath","p_hotel_img6_filepath","p_hotel_img7_filepath","p_hotel_img8_filepath","p_hotel_img9_filepath","p_hotel_img10_filepath","p_hotel_img11_filepath","p_hotel_img12_filepath","p_staff_img_filepath","p_map_img_filepath","p_map_img1_filepath","p_map_img2_filepath","p_map_img3_filepath","p_map_img4_filepath","p_meal1_image1_filepath","p_meal1_image2_filepath","p_meal2_image1_filepath","p_meal2_image2_filepath","p_meal3_image1_filepath","p_meal3_image2_filepath","p_meal4_image1_filepath","p_meal4_image2_filepath","p_meal5_image1_filepath","p_meal5_image2_filepath","p_meal6_image1_filepath","p_meal6_image2_filepath","p_meal7_image1_filepath","p_meal7_image2_filepath","p_meal8_image1_filepath","p_meal8_image2_filepath","p_sch_img1_filepath","p_sch_img2_filepath","p_sch_img3_filepath","p_sightseeing1_img1_filepath","p_sightseeing2_img1_filepath","p_sightseeing2_img2_filepath","p_sightseeing3_img1_filepath","p_sightseeing3_img2_filepath","p_sightseeing3_img3_filepath"
"93S555K","1","12","SIN","羽田夕刻発/現地午後発｜ｼﾝｶﾞﾎﾟｰﾙ航空利用 ｾﾝﾄｰｻ島4泊5日間＜ｿﾌｨﾃﾙ・ｾﾝﾄｰｻ滞在＞","091223","5202","00000-ALLUP-83177.jpg","00000-ALLUP-83181.jpg","00709-EBP15-00069.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93S555L","1","12","SIN","羽田夕刻発/現地午後発｜ｼﾝｶﾞﾎﾟｰﾙ航空利用 ｾﾝﾄｰｻ島4泊5日間＜ｼｬﾝｸﾞﾘﾗ･ﾗｻ･ｾﾝﾄｰｻ滞在＞","091223","5202","00056-ALLUP-11465.jpg","00000-ALLUP-23326.jpg","00000-EBP08-01191.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93S555M","1","12","SIN","羽田夕刻発/現地午後発｜ｼﾝｶﾞﾎﾟｰﾙ航空利用 ｼﾝｶﾞﾎﾟｰﾙ4泊5日間＜ﾏﾝﾀﾞﾘﾝ･ｵﾘｴﾝﾀﾙ滞在＞","091223","5202","00000-ALLUP-13247.jpg","00000-ALLUP-13253.jpg","00000-ALLUP-13244.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93S555N","1","12","SIN","羽田夕刻発/現地午後発｜ｼﾝｶﾞﾎﾟｰﾙ航空利用 ｼﾝｶﾞﾎﾟｰﾙ4泊5日間＜ﾌﾟﾛﾑﾅｰﾄﾞ駅最寄！ﾏﾘｰﾅ･ﾏﾝﾀﾞﾘﾝ滞在＞","091223","5202","00000-ALLUP-07973.jpg","00000-ALLUP-46767.jpg","00000-ALLUP-46769.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",""
"93S555S","1","12","SIN","羽田夕刻発/現地午後発｜ｼﾝｶﾞﾎﾟｰﾙ航空利用 ｼﾝｶﾞﾎﾟｰﾙ4泊5日間＜ﾏﾘｰﾅ･ﾍﾞｲ･ｻﾝｽﾞ滞在＞","091223","5202","00000-SP17_-05308.jpg","00000-ALLUP-09364.jpg","00000-ALLUP-74499.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93S555Y","1","12","SIN","羽田夕刻発/現地午後発｜ｼﾝｶﾞﾎﾟｰﾙ航空利用 ｼﾝｶﾞﾎﾟｰﾙ4泊5日間＜ｵｰﾁｬｰﾄﾞ徒歩圏内！ﾖｰｸﾎﾃﾙ滞在＞","091223","5202","00000-ALLUP-26275.jpg","00000-ALLUP-26277.jpg","00174-HP09--00004.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"WSR034C","0","10","TOK","＜ﾚﾝﾀｶｰ付＞東海道新幹線こだま号利用（豊橋駅乗下車）列車時間帯が選べる！ﾎﾃﾙ ｱﾙﾃｨｱ鳥羽　ﾌﾘｰﾌﾟﾗﾝ 4日間","100757","3161","00000-ALLUP-64492.jpg","00000-ALLUP-64193.jpg","00000-ALLUP-80990.jpg","00000-ALLUP-80989.jpg","00000-ALLUP-20854.jpg","00000-ALLUP-20859.jpg","00000-ALLUP-64195.jpg","00000-ALLUP-20856.jpg","00000-ALLUP-20847.jpg","00000-ALLUP-20848.jpg","","","","00000-ALLUP-20863.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WSR034B","0","10","TOK","＜ﾚﾝﾀｶｰ付＞東海道新幹線こだま号利用（豊橋駅乗下車）列車時間帯が選べる！ﾎﾃﾙ ｱﾙﾃｨｱ鳥羽　ﾌﾘｰﾌﾟﾗﾝ 3日間","100757","3161","00000-ALLUP-64492.jpg","00000-ALLUP-64193.jpg","00000-ALLUP-80990.jpg","00000-ALLUP-80989.jpg","00000-ALLUP-20854.jpg","00000-ALLUP-20859.jpg","00000-ALLUP-64195.jpg","00000-ALLUP-20856.jpg","00000-ALLUP-20847.jpg","00000-ALLUP-20848.jpg","","","","00000-ALLUP-20863.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"92C6N7L","1","12","EUR","＜往路直行便利用＞羽田発着全日空(ANA)又はﾙﾌﾄﾊﾝｻﾞﾄﾞｲﾂ航空利用｜ｼﾞｬｰﾏﾝﾚｰﾙﾊﾟｽで巡るﾌﾗﾝｸﾌﾙﾄ＆ﾌﾞﾚｰﾒﾝ6日間","160638","5202","00021-EBP10-03132.jpg","00000-BP16_-04982.jpg","00026-EBP09-07628.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WSR034A","0","10","TOK","＜ﾚﾝﾀｶｰ付＞東海道新幹線こだま号利用（豊橋駅乗下車）列車時間帯が選べる！ﾎﾃﾙ ｱﾙﾃｨｱ鳥羽　ﾌﾘｰﾌﾟﾗﾝ 2日間","100757","3161","00000-ALLUP-64492.jpg","00000-ALLUP-64193.jpg","00000-ALLUP-80990.jpg","00000-ALLUP-80989.jpg","00000-ALLUP-20854.jpg","00000-ALLUP-20859.jpg","00000-ALLUP-64195.jpg","00000-ALLUP-20856.jpg","00000-ALLUP-20847.jpg","00000-ALLUP-20848.jpg","","","","00000-ALLUP-20863.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"92C7N7L","1","12","EUR","＜往路直行便利用＞羽田発着全日空(ANA)又はﾙﾌﾄﾊﾝｻﾞﾄﾞｲﾂ航空利用｜ｼﾞｬｰﾏﾝﾚｰﾙﾊﾟｽで巡るﾌﾗﾝｸﾌﾙﾄ＆ﾌﾞﾚｰﾒﾝ7日間","160638","5202","00021-EBP10-01770.jpg","00000-BP16_-04982.jpg","00026-EBP09-07628.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"92C8N7L","1","12","EUR","＜往路直行便利用＞羽田発着全日空(ANA)又はﾙﾌﾄﾊﾝｻﾞﾄﾞｲﾂ航空利用｜ｼﾞｬｰﾏﾝﾚｰﾙﾊﾟｽで巡るﾌﾗﾝｸﾌﾙﾄ＆ﾌﾞﾚｰﾒﾝ8日間","160638","5202","00000-EBP08-01124.jpg","00000-BP16_-04982.jpg","00026-EBP09-07628.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"3F2202C","0","40","KAN","＜広島空港発着＞【アワーズイン阪急】いつでもマル得　東京フリープラン2日間","140387","6120","00000-ALLUP-76860.jpg","00000-ALLUP-71803.jpg","00000-ALLUP-100416.jpg","00000-ALLUP-42434.jpg","00000-ALLUP-42441.jpg","00000-ALLUP-42436.jpg","00000-ALLUP-42435.jpg","00000-ALLUP-71798.jpg","00000-ALLUP-71804.jpg","00000-ALLUP-101081.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1_00000-ALLUP-76860.jpg","2_00000-SP16_-09853.jpg","2_00000-BP16_-00230.jpg","3_00021-EBP09-07513.jpg、4_00709-BP17-00012.jpg、5_00021-EBP08-04908.jpg","3_00000-BP15_-05543.jpg、4_00626-NR16--00133.gif、5_00000-BP16_-03596.jpg","3_00709-BP17-00013.jpg、4_00699-BL17--00007.jpg、5_00000-BP16_-09653.jpg"
"","","","","","","","",""
"FEP753A","1","31","EUR","【燃油込】ﾌｨﾝﾗﾝﾄﾞ航空利用！北欧3ヶ国周遊ｺﾍﾟﾝﾊｰｹﾞﾝ・ｽﾄｯｸﾎﾙﾑ・ﾍﾙｼﾝｷ8日間＜ｽﾄｯｸﾎﾙﾑ-ﾍﾙｼﾝｷ間航空便利用＞","942008","5237","00000-EBP13-00050.jpg","00021-EBP10-02663.jpg","00000-SP12_-13891.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8J065YY","0","30","HKD","【ﾌﾙﾑｰﾝﾊﾟｽ利用/11月・3月出発】9つの新幹線をすべて乗車！日本縦断ご夫婦フルムーンの旅 5日間","120442","4187","00000-BP15_-01349.jpg","00000-ALLUP-98882.jpg","00000-ALLUP-91937.jpg","00000-ALLUP-90895.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J9097","0","10","OKA","喜界島と奄美大島と与論島　４日間","120670","3148","00000-AM17_-00158.jpg","00056-ALLUP-94825.jpg","00469-SP16-00073.jpg","00000-BL17_-00488.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1_00056-ALLUP-94824.jpg、2_00310-BP16--00019.jpg、3_00469-SP16-00069.jpg","","","","","","","",""
"571053","0","30","HKD","★【神戸空港発着/基本ホテルプラン】道南ベストハイライト　名湯登別温泉・絶景・味覚巡り　４日間","120808","4117","00000-EBP07-00001.jpg","00000-BL16_-00139.jpg","00000-ALLUP-90269.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XX073NH","1","41","IND","［O/T］【岡山空港発着】＜全日空往復直行便利用＞全都市ﾋﾙﾄﾝﾎﾃﾙに泊まる　びっくりｲﾝﾄﾞ５日間","100674","6090","00134-BP14-00013.jpg","00138-webph-01561.jpg","00478-webph-00907.jpg","00138-webph-01565.jpg","","","","","","","","","","00000-ALLUP-92101.jpg","00000-ALLUP-94163.jpg","00000-ALLUP-90592.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2_00446-webph-02278.jpg、3_00021-EBP09-07632.jpg、4_00000-BP15_-08072.jpg","2_00378-webbn-17755.jpg、3_00021-EBP09-03554.jpg、4_00256-webph-01321.jpg","","","","","","",""
"571053A","0","30","HKD","★【神戸空港発着/定山渓温泉プラン】道南ベストハイライト　名湯登別温泉・絶景・味覚巡り　４日間","120808","4117","00000-EBP07-00001.jpg","00000-BL16_-00139.jpg","00000-ALLUP-90269.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"92S4AE0","1","12","EUR","成田発着KLMｵﾗﾝﾀﾞ航空又はｴｰﾙﾌﾗﾝｽ航空利用｜特急AVEで巡るﾏﾄﾞﾘｯﾄﾞ＆ﾊﾞﾙｾﾛﾅ14日間｜お値打ちﾌﾟﾗﾝ","900103","5202","00000-BP14_-02386.jpg","00000-BP16_-00040.jpg","00000-EBP07-03675.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"92S4AE5","1","12","EUR","成田発着KLMｵﾗﾝﾀﾞ航空又はｴｰﾙﾌﾗﾝｽで行く！特急AVEで巡るﾏﾄﾞﾘｯﾄﾞ＆ﾊﾞﾙｾﾛﾅ14日間ﾋﾞｭｯﾌｪ朝食11回付","900103","5202","00000-EBP08-01783.jpg","00021-EBP09-07195.jpg","00000-BP16_-00040.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"92S4AE6","1","12","EUR","成田発着KLMｵﾗﾝﾀﾞ航空又はｴｰﾙﾌﾗﾝｽ＜ｽｰﾍﾟﾘｱｸﾗｽﾎﾃﾙ＞特急AVEで巡るﾏﾄﾞﾘｯﾄﾞ＆ﾊﾞﾙｾﾛﾅ10日間ﾋﾞｭｯﾌｪ朝食11回付","900103","5202","00000-BP15_-03599.jpg","00000-EBP08-01780.jpg","00000-BP14_-02109.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",""
"QEK4015","1","20","EUR","セントレア発 マドリッド3泊5日≪基本ﾌﾟﾗﾝ｜地区指定なし・ｽﾀﾝﾀﾞｰﾄﾞｸﾗｽﾎﾃﾙ滞在≫","091273","1760","00000-EBP08-01783.jpg","00000-EBP08-01790.jpg","00000-EBP07-03676.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QEK4025","1","20","EUR","セントレア発 マドリッド3泊5日≪立地重視｜ｸﾞﾗﾝﾋﾞｱ駅周辺ｴﾘｱ指定・当社基準ｽﾀﾝﾀﾞｰﾄﾞｸﾗｽﾎﾃﾙ≫","091273","1760","00000-EBP08-01790.jpg","00000-EBP08-01783.jpg","00000-EBP07-03676.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QEK4045","1","20","EUR","セントレア発 マドリッド3泊5日≪立地重視+ﾎﾃﾙﾗﾝｸｱｯﾌﾟ｜ｸﾞﾗﾝﾋﾞｱ駅周辺ｴﾘｱ指定・当社基準ｽｰﾍﾟﾘｱｸﾗｽﾎﾃﾙ≫","091273","1760","00000-EBP07-03676.jpg","00000-EBP08-01783.jpg","00000-EBP08-01790.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",""
"92S4YE0","1","12","EUR","成田発着｜特急AVEで巡るｽﾍﾟｲﾝ2都★GO！GO！ﾏﾄﾞﾘｯﾄﾞ＆ﾊﾞﾙｾﾛﾅ14日間｜朝食11回付","900103","5202","00000-EBP08-01783.jpg","00000-EBP07-03677.jpg","00000-BP16_-00040.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"92S4YE1","1","12","EUR","成田発着｜特急AVEで巡るｽﾍﾟｲﾝ2都★ﾏﾄﾞﾘｯﾄﾞ＆ﾊﾞﾙｾﾛﾅ14日間｜欧州内乗継便利用・ﾋﾞｭｯﾌｪ朝食11回付","900103","5202","00000-BP16_-00040.jpg","00000-EBP08-01783.jpg","00000-BP14_-02109.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"92S4YE2","1","12","EUR","成田発着｜ｽｰﾍﾟﾘｱｸﾗｽﾎﾃﾙﾌﾟﾗﾝ特急AVEで巡るﾏﾄﾞﾘｯﾄﾞ＆ﾊﾞﾙｾﾛﾅ14日間ﾋﾞｭｯﾌｪ朝食11回とうれしい特典付","900103","5202","00000-BP14_-02386.jpg","00000-EBP07-03675.jpg","00000-BP15_-03599.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"92S4YE3","1","12","EUR","成田発着｜宿泊ｴﾘｱ指定★特急AVEで巡る！ﾏﾄﾞﾘｯﾄﾞ＆ﾊﾞﾙｾﾛﾅ14日間｜ﾋﾞｭｯﾌｪｽﾀｲﾙ朝食11回付","900103","5202","00000-EBP07-03675.jpg","00000-BP16_-00040.jpg","00021-EBP09-07195.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"92S4YE4","1","12","EUR","成田発着｜宿泊ｴﾘｱ指定ｽｰﾍﾟﾘｱｸﾗｽﾎﾃﾙ★特急AVEで巡る！ﾏﾄﾞﾘｯﾄﾞ＆ﾊﾞﾙｾﾛﾅ14日間｜ﾋﾞｭｯﾌｪ朝食11回付","900103","5202","00000-EBP08-01780.jpg","00000-BP16_-00040.jpg","00000-BP14_-02386.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F907SF3","0","22","HKD","＜静岡空港発着/1・3泊目ｾｯﾄﾌﾟﾗﾝ＞美しき利尻島・礼文島ちょっぴり花散歩と花咲く富良野・美瑛4日間","091295","3550","00056-ALLUP-02950.jpg","00056-EBP11-01869.jpg","00000-BL16_-00169.jpg","00140-webph-01748.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"FEB268","1","31","EUR","【早い者勝ちSALE】燃油込◆ﾐﾗﾉ・ﾍﾞﾈﾁｱ・ﾌｨﾚﾝﾂｪ＆ﾛｰﾏ 8日間｜ｽﾀﾝﾀﾞｰﾄﾞｸﾗｽﾎﾃﾙ滞在","971308","5237","00002-EBP09-02184.jpg","00003-EBP09-01896.jpg","00000-EBP07-03925.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"","","","","","","","",""
"B028NHC","1","95","EUR","往復全日空ビジネスクラス利用　魅惑のバスク北スペイン周遊８日間","150524","5600","00000-ALLUP-78935.jpg","00000-BP15_-05141.jpg","00000-BP16_-08430.jpg","00000-BP16_-01334.jpg","00000-SP15_-23617.jpg","00000-EHP13-00015.jpg","00000-SP15_-05490.jpg","00000-ALLUP-02261.jpg","00000-HP12_-00013.jpg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1_00000-SP16_-15449.jpg、2_00000-EHP13-00015.jpg、3_00000-EHP13-00013.jpg、4_00000-BP16_-08839.jpg、5_00000-ALLUP-02261.jpg、6_00000-SP15_-05490.jpg、7_00000-SP16_-15449.jpg、8_00000-SP16_-15451.jpg","1_00000-SP15_-23617.jpg、2_00000-BP15_-07915.jpg、4_00000-ALLUP-78935.jpg、5_00000-ALLUP-87738.jpg、6_00000-HP12_-00013.jpg、7_00000-SP15_-23617.jpg","1_00000-SP15_-23615.jpg、2_00000-BP16_-04339.jpg、6_00000-SP15_-05489.jpg、7_00000-SP15_-23615.jpg","1_00000-SP15_-23617.jpg","","","2_00000-SP15_-27629.jpg","2_00000-SP15_-23615.jpg","2_00000-SP15_-27628.jpg"
"","","","","","","","",""
"","","","","","","","",""
