p_dest_name,p_dest_code,p_country_name,p_country_code,p_city_name,url,cms_link
オセアニア,FOC,オーストラリア,AU,シドニー,https://www.hankyu-travel.com/australia/sydney/,http://cms.hankyu-travel.com/cgi-bin/mta/mt.cgi?__mode=view&_type=entry&id=151627&blog_id=72
オセアニア,FOC,オーストラリア,AU,ゴールドコースト,https://www.hankyu-travel.com/australia/goldcoast/,http://cms.hankyu-travel.com/cgi-bin/mta/mt.cgi?__mode=view&_type=entry&id=151627&blog_id=72
オセアニア,FOC,オーストラリア,AU,ケアンズ,https://www.hankyu-travel.com/australia/cairns/,http://cms.hankyu-travel.com/cgi-bin/mta/mt.cgi?__mode=view&_type=entry&id=151627&blog_id=72
オセアニア,FOC,オーストラリア,AU,グレートバリアリーフ,https://www.hankyu-travel.com/australia/great-barrier-reef/,http://cms.hankyu-travel.com/cgi-bin/mta/mt.cgi?__mode=view&_type=entry&id=151627&blog_id=72
オセアニア,FOC,オーストラリア,AU,エアーズロック,https://www.hankyu-travel.com/australia/uluru/,http://cms.hankyu-travel.com/cgi-bin/mta/mt.cgi?__mode=view&_type=entry&id=151627&blog_id=72
オセアニア,FOC,オーストラリア,AU,メルボルン,https://www.hankyu-travel.com/australia/melbourne/,http://cms.hankyu-travel.com/cgi-bin/mta/mt.cgi?__mode=view&_type=entry&id=151627&blog_id=72
オセアニア,FOC,オーストラリア,AU,パース,https://www.hankyu-travel.com/australia/perth/,http://cms.hankyu-travel.com/cgi-bin/mta/mt.cgi?__mode=view&_type=entry&id=151627&blog_id=72
オセアニア,FOC,オーストラリア,AU,タスマニア島,https://www.hankyu-travel.com/australia/tasmania/,http://cms.hankyu-travel.com/cgi-bin/mta/mt.cgi?__mode=view&_type=entry&id=151627&blog_id=72
オセアニア,FOC,ニュージーランド,NZ,,https://www.hankyu-travel.com/newzealand/,http://cms.hankyu-travel.com/cgi-bin/mta/mt.cgi?__mode=view&_type=entry&id=151627&blog_id=72
南太平洋,FOC,,,,https://www.hankyu-travel.com/s-pacific/,
南太平洋,FOC,タヒチ,PF,,https://www.hankyu-travel.com/tahiti/,http://cms.hankyu-travel.com/cgi-bin/mta/mt.cgi?__mode=view&_type=entry&id=151628&blog_id=72
南太平洋,FOC,ニューカレドニア,NC,,https://www.hankyu-travel.com/newcaledonia/,http://cms.hankyu-travel.com/cgi-bin/mta/mt.cgi?__mode=view&_type=entry&id=151628&blog_id=72
南太平洋,FOC,フィジー,FJ,,https://www.hankyu-travel.com/fiji/,http://cms.hankyu-travel.com/cgi-bin/mta/mt.cgi?__mode=view&_type=entry&id=151628&blog_id=72
南太平洋,FOC,バヌアツ,VU,,,http://cms.hankyu-travel.com/cgi-bin/mta/mt.cgi?__mode=view&_type=entry&id=151628&blog_id=72
ミクロネシア,MNA,,,,https://www.hankyu-travel.com/micronesia/,
ミクロネシア,MNA,グアム,GU,,https://www.hankyu-travel.com/guam/,http://cms.hankyu-travel.com/cgi-bin/mta/mt.cgi?__mode=view&_type=entry&id=151630&blog_id=72
ミクロネシア,MNA,サイパン,SP,,https://www.hankyu-travel.com/saipan/,http://cms.hankyu-travel.com/cgi-bin/mta/mt.cgi?__mode=view&_type=entry&id=151630&blog_id=72
中南米,ESU,,,,https://www.hankyu-travel.com/latin-america/,
中南米,ESU,メキシコ,MX,,https://www.hankyu-travel.com/mexico/,http://cms.hankyu-travel.com/cgi-bin/mta/mt.cgi?__mode=view&_type=entry&id=151626&blog_id=72
中南米,ESU,ブラジル,BR,,https://www.hankyu-travel.com/brazil/,http://cms.hankyu-travel.com/cgi-bin/mta/mt.cgi?__mode=view&_type=entry&id=151626&blog_id=72
中南米,ESU,エクアドル,EC,,https://www.hankyu-travel.com/ecuador/,http://cms.hankyu-travel.com/cgi-bin/mta/mt.cgi?__mode=view&_type=entry&id=151626&blog_id=72
中南米,ESU,ベネズエラ,VE,,https://www.hankyu-travel.com/venezuela/,http://cms.hankyu-travel.com/cgi-bin/mta/mt.cgi?__mode=view&_type=entry&id=151626&blog_id=72
中南米,ESU,ペルー,PE,,https://www.hankyu-travel.com/peru/,http://cms.hankyu-travel.com/cgi-bin/mta/mt.cgi?__mode=view&_type=entry&id=151626&blog_id=72
中南米,ESU,アルゼンチン,AR,,https://www.hankyu-travel.com/argentina/,http://cms.hankyu-travel.com/cgi-bin/mta/mt.cgi?__mode=view&_type=entry&id=151626&blog_id=72
中近東,CHT,,,,https://www.hankyu-travel.com/middle-east/,
中近東,CHT,トルコ,TR,,https://www.hankyu-travel.com/turkey/,http://cms.hankyu-travel.com/cgi-bin/mta/mt.cgi?__mode=view&_type=entry&id=151624&blog_id=72
中近東,CHT,トルコ,TR,イスタンブール,https://www.hankyu-travel.com/turkey/istanbul/,http://cms.hankyu-travel.com/cgi-bin/mta/mt.cgi?__mode=view&_type=entry&id=151624&blog_id=72
中近東,CHT,トルコ,TR,カッパドキア,https://www.hankyu-travel.com/turkey/cappadocia/,http://cms.hankyu-travel.com/cgi-bin/mta/mt.cgi?__mode=view&_type=entry&id=151624&blog_id=72
中近東,CHT,トルコ,TR,トロイ,https://www.hankyu-travel.com/turkey/troy/,http://cms.hankyu-travel.com/cgi-bin/mta/mt.cgi?__mode=view&_type=entry&id=151624&blog_id=72
中近東,CHT,トルコ,TR,パムッカレ,https://www.hankyu-travel.com/turkey/pamukkale/,http://cms.hankyu-travel.com/cgi-bin/mta/mt.cgi?__mode=view&_type=entry&id=151624&blog_id=72
中近東,CHT,ヨルダン,JO,,https://www.hankyu-travel.com/jordan/,http://cms.hankyu-travel.com/cgi-bin/mta/mt.cgi?__mode=view&_type=entry&id=151624&blog_id=72
中近東,CHT,イスラエル,IL,,https://www.hankyu-travel.com/israel/,http://cms.hankyu-travel.com/cgi-bin/mta/mt.cgi?__mode=view&_type=entry&id=151624&blog_id=72
中近東,CHT,アラブ首長国連邦,AE,,https://www.hankyu-travel.com/uae/,http://cms.hankyu-travel.com/cgi-bin/mta/mt.cgi?__mode=view&_type=entry&id=151624&blog_id=72
中近東,CHT,アラブ首長国連邦,AE,ドバイ,httpss://www.hankyu-travel.com/uae/dubai/,http://cms.hankyu-travel.com/cgi-bin/mta/mt.cgi?__mode=view&_type=entry&id=151624&blog_id=72
中近東,CHT,ウズベキスタン,UZ,,https://www.hankyu-travel.com/uzbekistan/,http://cms.hankyu-travel.com/cgi-bin/mta/mt.cgi?__mode=view&_type=entry&id=151624&blog_id=72
中近東,CHT,イラン,IR,,https://www.hankyu-travel.com/iran/,http://cms.hankyu-travel.com/cgi-bin/mta/mt.cgi?__mode=view&_type=entry&id=151624&blog_id=72
ハワイ,HWI,,,,https://www.hankyu-travel.com/hawaii/,http://cms.hankyu-travel.com/cgi-bin/mta/mt.cgi?__mode=view&_type=entry&id=151629&blog_id=72
ハワイ,HWI,ハワイ,HA,,https://www.hankyu-travel.com/hawaii/,http://cms.hankyu-travel.com/cgi-bin/mta/mt.cgi?__mode=view&_type=entry&id=151629&blog_id=72
ハワイ,HWI,ハワイ,HA,オアフ島（ホノルル）,https://www.hankyu-travel.com/hawaii/oahu/,http://cms.hankyu-travel.com/cgi-bin/mta/mt.cgi?__mode=view&_type=entry&id=151629&blog_id=72
ハワイ,HWI,ハワイ,HA,ハワイ島,https://www.hankyu-travel.com/hawaii/bigisland/,http://cms.hankyu-travel.com/cgi-bin/mta/mt.cgi?__mode=view&_type=entry&id=151629&blog_id=72
ハワイ,HWI,ハワイ,HA,マウイ島,https://www.hankyu-travel.com/hawaii/maui/,http://cms.hankyu-travel.com/cgi-bin/mta/mt.cgi?__mode=view&_type=entry&id=151629&blog_id=72
ハワイ,HWI,ハワイ,HA,カウアイ島,https://www.hankyu-travel.com/hawaii/kauai/,http://cms.hankyu-travel.com/cgi-bin/mta/mt.cgi?__mode=view&_type=entry&id=151629&blog_id=72
